customer_id,snapshot_date,plan,region,tenure_months,monthly_charge,support_contacts,usage_hours,churned_next_month
C0101,2026-03-31,Premium,North,24,87.47,0,76.6,0
C0102,2026-03-31,Standard,North,62,64.95,2,50.29,0
C0103,2026-03-31,Basic,North,36,29.86,0,54.53,0
C0104,2026-03-31,Premium,West,27,94.09,2,60.38,0
C0105,2026-03-31,Standard,South,65,73.79,1,45.0,0
C0106,2026-03-31,Standard,East,47,74.45,4,49.42,1
C0107,2026-03-31,Standard,South,6,72.43,2,51.38,0
C0108,2026-03-31,Basic,North,69,33.69,2,34.47,0
C0109,2026-03-31,Basic,South,41,36.7,0,35.35,0
C0110,2026-03-31,Premium,North,5,98.92,0,48.51,0
C0111,2026-03-31,Standard,West,24,65.17,1,40.72,0
C0112,2026-03-31,Basic,North,4,32.73,0,51.2,0
C0113,2026-03-31,Basic,South,5,34.89,1,32.19,1
C0114,2026-03-31,Standard,West,22,69.85,3,39.25,1
C0115,2026-03-31,Basic,East,46,47.97,2,45.36,0
C0116,2026-03-31,Premium,South,63,89.98,1,52.46,0
C0117,2026-03-31,Standard,East,54,62.28,0,46.39,0
C0118,2026-03-31,Standard,West,46,63.29,0,48.71,0
C0119,2026-03-31,Standard,South,38,61.16,1,53.19,0
C0120,2026-03-31,Standard,East,39,64.78,1,60.8,0
C0121,2026-03-31,Standard,West,67,71.26,2,57.7,0
C0122,2026-03-31,Standard,East,21,65.82,0,59.63,0
C0123,2026-03-31,Basic,South,6,31.57,2,51.25,0
C0124,2026-03-31,Basic,North,13,30.59,2,50.24,0
C0125,2026-03-31,Basic,North,28,38.04,1,44.58,0
C0126,2026-03-31,Standard,West,41,71.36,1,39.66,0
C0127,2026-03-31,Basic,East,42,42.86,0,35.43,0
C0128,2026-03-31,Basic,South,41,33.41,2,20.33,1
C0129,2026-03-31,Basic,South,14,34.8,1,44.15,0
C0130,2026-03-31,Standard,East,14,63.71,3,33.17,0
C0131,2026-03-31,Basic,East,8,32.73,1,30.02,0
C0132,2026-03-31,Premium,East,12,101.31,2,68.69,0
C0133,2026-03-31,Standard,South,45,,0,50.04,0
C0134,2026-03-31,Basic,East,70,32.71,1,51.01,0
C0135,2026-03-31,Standard,South,28,62.77,2,44.37,0
C0136,2026-03-31,Basic,West,10,36.43,2,24.39,0
C0137,2026-03-31,Premium,North,23,98.93,0,57.91,0
C0138,2026-03-31,Standard,North,32,64.28,1,41.88,0
C0139,2026-03-31,Standard,South,37,66.11,1,50.31,0
C0140,2026-03-31,Basic,East,59,38.12,1,45.06,0
C0141,2026-03-31,Standard,East,38,73.42,1,45.66,0
C0142,2026-03-31,Standard,South,53,62.05,1,48.47,0
C0143,2026-03-31,Premium,West,27,96.96,0,41.56,0
C0144,2026-03-31,Standard,South,29,61.73,2,51.75,0
C0145,2026-03-31,Standard,North,25,64.09,1,44.42,0
C0146,2026-03-31,Basic,North,49,33.8,2,28.42,0
C0147,2026-03-31,Basic,West,11,35.48,1,31.05,0
C0148,2026-03-31,Standard,North,11,67.12,3,51.22,0
C0149,2026-03-31,Standard,West,54,64.51,4,39.97,0
C0150,2026-03-31,Basic,South,5,39.06,0,53.38,0
C0151,2026-03-31,Premium,North,64,91.79,3,52.43,0
C0152,2026-03-31,Premium,South,64,103.86,0,54.7,0
C0153,2026-03-31,Basic,East,43,26.39,1,23.22,0
C0154,2026-03-31,Standard,South,52,74.1,0,36.71,0
C0155,2026-03-31,Basic,West,29,32.51,0,30.2,0
C0156,2026-03-31,Standard,East,9,63.37,0,44.58,0
C0157,2026-03-31,Basic,South,29,29.92,1,50.43,1
C0158,2026-03-31,Standard,East,42,72.5,1,50.47,0
C0159,2026-03-31,Standard,West,36,66.25,3,48.04,0
C0160,2026-03-31,Standard,South,31,62.07,1,39.57,0
C0161,2026-03-31,Basic,North,10,44.16,1,29.7,0
C0162,2026-03-31,Premium,South,12,97.98,2,56.58,0
C0163,2026-03-31,Basic,West,60,42.37,2,34.14,0
C0164,2026-03-31,Basic,North,58,33.47,3,56.77,0
C0165,2026-03-31,Standard,West,15,68.0,2,24.8,0
C0166,2026-03-31,Basic,East,57,28.95,0,28.66,0
C0167,2026-03-31,Premium,East,69,93.23,2,45.95,0
C0168,2026-03-31,Premium,South,43,103.84,0,47.14,0
C0169,2026-03-31,Basic,West,23,40.41,2,40.36,0
C0170,2026-03-31,Premium,North,44,94.84,2,52.49,0
C0171,2026-03-31,Basic,South,22,31.77,1,27.27,0
C0172,2026-03-31,Standard,South,23,66.78,1,51.55,0
C0173,2026-03-31,Basic,South,61,27.17,2,54.87,0
C0174,2026-03-31,Premium,South,15,98.06,1,59.01,0
C0175,2026-03-31,Basic,North,4,36.75,2,44.35,0
C0176,2026-03-31,Basic,North,51,35.22,1,37.75,0
C0177,2026-03-31,Standard,North,8,70.86,5,31.05,1
C0178,2026-03-31,Premium,East,21,89.31,4,62.28,1
C0179,2026-03-31,Premium,South,42,101.92,0,54.48,0
C0180,2026-03-31,Standard,East,39,68.71,0,45.71,0
C0181,2026-03-31,Premium,East,39,101.15,3,76.69,0
C0182,2026-03-31,Premium,East,5,89.96,2,40.19,1
C0183,2026-03-31,Standard,East,40,72.73,1,33.62,0
C0184,2026-03-31,Basic,East,15,35.73,1,20.1,0
C0185,2026-03-31,Standard,East,14,64.32,1,36.67,0
C0186,2026-03-31,Standard,East,29,65.01,1,44.31,0
C0187,2026-03-31,Basic,East,64,33.88,1,25.25,0
C0188,2026-03-31,Basic,South,13,34.82,0,34.1,0
C0189,2026-03-31,Standard,North,39,64.54,1,34.0,0
C0190,2026-03-31,Basic,West,68,27.7,2,54.78,0
C0191,2026-03-31,Premium,South,23,95.2,3,70.48,0
C0192,2026-03-31,Basic,East,69,32.04,0,37.72,0
C0193,2026-03-31,Basic,North,52,28.48,3,41.75,1
C0194,2026-03-31,Premium,South,43,100.23,0,43.51,0
C0195,2026-03-31,Basic,East,61,36.03,1,13.82,0
C0196,2026-03-31,Basic,East,8,35.95,0,44.15,0
C0197,2026-03-31,Standard,East,8,54.88,3,34.21,1
C0198,2026-03-31,Premium,South,40,101.0,0,63.01,0
C0199,2026-03-31,Basic,West,70,44.25,1,28.35,0
C0200,2026-03-31,Basic,East,71,33.31,1,34.25,0
C0201,2026-03-31,Standard,West,42,73.62,0,46.24,0
C0202,2026-03-31,Premium,East,13,88.79,2,69.28,0
C0203,2026-03-31,Standard,East,27,72.22,2,40.42,0
C0204,2026-03-31,Basic,West,55,32.76,4,20.01,0
C0205,2026-03-31,Basic,North,15,28.93,2,43.05,0
C0206,2026-03-31,Basic,West,42,35.17,0,34.28,0
C0207,2026-03-31,Basic,West,16,37.35,1,36.39,0
C0208,2026-03-31,Standard,East,48,63.96,0,42.1,0
C0209,2026-03-31,Basic,East,29,33.33,0,24.73,0
C0210,2026-03-31,Standard,East,28,62.99,0,41.19,0
C0211,2026-03-31,Standard,South,51,65.62,3,55.36,0
C0212,2026-03-31,Standard,West,41,,1,58.97,0
C0213,2026-03-31,Basic,North,71,34.1,1,45.13,0
C0214,2026-03-31,Premium,South,31,97.78,2,63.69,0
C0215,2026-03-31,Standard,East,65,70.75,0,44.31,0
C0216,2026-03-31,Standard,West,52,67.86,1,47.32,1
C0217,2026-03-31,Basic,South,20,43.8,0,47.36,0
C0218,2026-03-31,Basic,South,25,25.97,0,68.46,0
C0219,2026-03-31,Premium,North,68,91.56,1,74.77,0
C0220,2026-03-31,Basic,North,28,36.12,5,31.75,1
C0221,2026-03-31,Basic,North,38,30.44,3,31.34,0
C0222,2026-03-31,Standard,North,38,64.32,0,63.74,0
C0223,2026-03-31,Standard,West,18,69.19,1,36.26,0
C0224,2026-03-31,Premium,West,5,92.27,1,43.75,0
C0225,2026-03-31,Basic,West,61,36.9,1,39.82,0
C0226,2026-03-31,Premium,North,52,94.07,1,57.09,0
C0227,2026-03-31,Basic,North,16,30.09,1,42.03,0
C0228,2026-03-31,Standard,South,66,65.97,2,34.42,0
C0229,2026-03-31,Standard,East,6,64.72,3,42.51,0
C0230,2026-03-31,Basic,South,9,32.31,1,31.68,0
C0231,2026-03-31,Basic,South,19,33.24,0,42.62,0
C0232,2026-03-31,Basic,North,30,51.47,0,60.64,0
C0233,2026-03-31,Premium,East,49,99.55,0,55.62,0
C0234,2026-03-31,Standard,South,26,69.86,1,56.16,0
C0235,2026-03-31,Premium,North,47,95.67,0,58.61,0
C0236,2026-03-31,Premium,East,32,88.74,2,51.88,0
C0237,2026-03-31,Standard,West,12,65.11,0,43.45,0
C0238,2026-03-31,Standard,North,41,73.95,1,21.43,0
C0239,2026-03-31,Basic,South,9,42.72,0,32.53,0
C0240,2026-03-31,Basic,West,6,35.37,1,20.75,0
C0241,2026-03-31,Premium,East,42,,3,29.22,0
C0242,2026-03-31,Standard,West,36,60.15,2,31.75,0
C0243,2026-03-31,Basic,South,24,29.94,0,54.09,0
C0244,2026-03-31,Standard,South,41,65.37,1,42.98,0
C0245,2026-03-31,Standard,East,39,63.5,2,51.97,0
C0246,2026-03-31,Premium,North,12,90.24,0,50.3,0
C0247,2026-03-31,Standard,North,69,68.25,1,52.72,0
C0248,2026-03-31,Basic,East,65,35.57,1,23.58,0
C0249,2026-03-31,Basic,East,65,33.31,0,48.03,0
C0250,2026-03-31,Standard,North,44,73.33,2,52.77,0
C0251,2026-03-31,Standard,East,18,60.29,0,42.91,0
C0252,2026-03-31,Premium,South,10,88.44,1,61.17,0
C0253,2026-03-31,Standard,East,71,65.51,3,49.57,0
C0254,2026-03-31,Basic,West,67,29.79,1,33.42,0
C0255,2026-03-31,Basic,North,62,37.78,0,30.0,0
C0256,2026-03-31,Standard,West,52,68.08,1,44.66,0
C0257,2026-03-31,Premium,South,22,89.92,2,51.83,0
C0258,2026-03-31,Basic,West,32,40.76,1,36.2,0
C0259,2026-03-31,Basic,South,43,27.19,0,33.59,0
C0260,2026-03-31,Standard,South,68,70.26,1,55.12,0
C0261,2026-03-31,Basic,West,29,33.88,2,41.91,0
C0262,2026-03-31,Premium,East,30,92.22,3,58.97,1
C0263,2026-03-31,Basic,North,35,25.93,0,48.31,0
C0264,2026-03-31,Basic,East,14,35.88,2,47.08,0
C0265,2026-03-31,Premium,West,42,90.31,0,43.6,0
C0266,2026-03-31,Basic,South,53,32.74,5,47.97,0
C0267,2026-03-31,Basic,West,56,34.22,2,39.9,0
C0268,2026-03-31,Basic,East,38,29.84,1,41.25,0
C0269,2026-03-31,Basic,South,50,25.71,1,45.05,0
C0270,2026-03-31,Basic,North,56,38.1,0,41.14,0
C0271,2026-03-31,Basic,East,26,36.0,0,16.56,0
C0272,2026-03-31,Basic,North,59,32.97,3,34.14,0
C0273,2026-03-31,Basic,West,49,41.75,2,27.2,0
C0274,2026-03-31,Standard,East,4,58.1,0,50.33,0
C0275,2026-03-31,Standard,South,63,55.64,0,52.92,0
C0276,2026-03-31,Basic,North,66,35.39,1,28.66,0
C0277,2026-03-31,Basic,East,11,27.99,1,40.26,0
C0278,2026-03-31,Standard,North,48,,1,32.76,0
C0279,2026-03-31,Premium,South,50,99.54,0,44.52,0
C0280,2026-03-31,Premium,West,61,102.74,0,53.56,0
C0281,2026-03-31,Basic,West,6,30.44,5,35.3,1
C0282,2026-03-31,Basic,West,29,33.53,3,47.34,0
C0283,2026-03-31,Basic,West,13,27.77,2,36.12,0
C0284,2026-03-31,Basic,East,8,31.4,1,53.75,0
C0285,2026-03-31,Standard,North,68,54.07,0,52.27,0
C0286,2026-03-31,Basic,West,61,30.69,1,43.04,0
C0287,2026-03-31,Basic,West,29,41.24,2,39.64,1
C0288,2026-03-31,Basic,West,61,27.25,2,35.92,0
C0289,2026-03-31,Standard,East,7,66.75,2,44.19,0
C0290,2026-03-31,Basic,North,26,37.23,2,28.47,0
C0291,2026-03-31,Premium,East,18,91.84,2,56.8,0
C0292,2026-03-31,Basic,South,55,23.13,2,40.98,0
C0293,2026-03-31,Premium,West,32,96.69,2,61.67,0
C0294,2026-03-31,Basic,South,47,28.34,1,50.81,0
C0295,2026-03-31,Premium,South,29,93.65,1,68.14,0
C0296,2026-03-31,Premium,North,71,92.23,2,50.35,0
C0297,2026-03-31,Premium,West,68,90.99,0,53.61,0
C0298,2026-03-31,Premium,West,19,88.93,0,49.89,0
C0299,2026-03-31,Standard,North,71,64.14,1,48.38,0
C0300,2026-03-31,Standard,South,41,67.16,1,42.98,0
C0301,2026-03-31,Standard,South,21,67.1,0,63.55,0
C0302,2026-03-31,Basic,South,20,42.76,2,43.38,0
C0303,2026-03-31,Standard,West,58,64.02,1,39.16,0
C0304,2026-03-31,Standard,North,62,58.03,1,64.71,0
C0305,2026-03-31,Premium,South,40,98.42,2,35.13,0
C0306,2026-03-31,Standard,North,30,66.96,4,29.94,0
C0307,2026-03-31,Basic,North,34,32.54,0,37.87,0
C0308,2026-03-31,Standard,West,62,67.77,1,33.55,0
C0309,2026-03-31,Basic,West,61,34.04,1,39.74,1
C0310,2026-03-31,Basic,North,27,38.34,3,17.13,1
C0311,2026-03-31,Standard,East,50,59.07,1,55.67,0
C0312,2026-03-31,Basic,North,68,34.78,2,49.53,0
C0313,2026-03-31,Basic,North,62,27.59,2,49.68,0
C0314,2026-03-31,Basic,South,69,38.73,0,38.69,0
C0315,2026-03-31,Basic,North,7,32.97,1,39.95,0
C0316,2026-03-31,Basic,South,20,41.63,1,38.61,0
C0317,2026-03-31,Basic,West,51,34.17,1,20.48,0
C0318,2026-03-31,Standard,East,27,66.54,0,39.88,0
C0319,2026-03-31,Basic,East,27,39.8,3,45.39,0
C0320,2026-03-31,Premium,South,48,92.95,0,41.02,0
C0321,2026-03-31,Premium,North,43,101.13,2,37.04,0
C0322,2026-03-31,Standard,North,16,55.58,0,20.57,0
C0323,2026-03-31,Basic,South,66,38.17,0,26.56,0
C0324,2026-03-31,Standard,North,63,65.17,0,47.64,0
C0325,2026-03-31,Premium,West,6,100.37,2,34.58,0
C0326,2026-03-31,Standard,West,51,75.71,0,52.58,0
C0327,2026-03-31,Premium,West,55,95.13,0,54.37,1
C0328,2026-03-31,Standard,East,45,62.99,0,39.99,0
C0329,2026-03-31,Standard,East,71,61.27,1,16.08,0
C0330,2026-03-31,Basic,East,6,32.65,3,23.34,0
C0331,2026-03-31,Standard,South,9,70.9,1,54.63,0
C0332,2026-03-31,Basic,East,8,33.49,2,13.45,0
C0333,2026-03-31,Standard,West,35,62.18,0,38.35,0
C0334,2026-03-31,Premium,West,43,101.53,4,48.99,0
C0335,2026-03-31,Basic,East,14,37.75,1,34.91,0
C0336,2026-03-31,Standard,North,28,68.25,2,34.5,0
C0337,2026-03-31,Basic,East,49,40.39,3,39.45,1
C0338,2026-03-31,Standard,South,30,67.84,1,40.86,0
C0339,2026-03-31,Basic,East,21,38.11,1,48.03,0
C0340,2026-03-31,Premium,East,46,95.93,0,42.01,0
C0341,2026-03-31,Basic,West,54,36.12,1,38.68,0
C0342,2026-03-31,Premium,South,67,92.11,1,43.03,0
C0343,2026-03-31,Premium,West,32,87.78,0,65.94,0
C0344,2026-03-31,Standard,West,21,70.29,2,38.7,0
C0345,2026-03-31,Standard,South,59,64.68,0,42.69,0
C0346,2026-03-31,Standard,South,9,64.08,0,44.63,0
C0347,2026-03-31,Premium,East,38,,2,37.66,0
C0348,2026-03-31,Basic,West,69,40.86,1,34.08,0
C0349,2026-03-31,Standard,East,36,60.65,2,57.52,0
C0350,2026-03-31,Basic,West,62,28.12,0,33.82,0
C0351,2026-03-31,Standard,South,71,66.89,1,34.06,0
C0352,2026-03-31,Basic,East,42,38.24,3,31.7,0
C0353,2026-03-31,Standard,South,10,69.98,0,53.45,0
C0354,2026-03-31,Standard,West,28,64.96,0,32.46,0
C0355,2026-03-31,Standard,South,22,75.61,1,37.74,0
C0356,2026-03-31,Standard,East,68,66.37,3,52.76,1
C0357,2026-03-31,Standard,North,51,69.98,2,51.31,0
C0358,2026-03-31,Standard,West,62,75.59,3,41.24,0
C0359,2026-03-31,Standard,South,37,59.49,3,57.53,0
C0360,2026-03-31,Standard,South,51,58.86,0,49.97,0
C0361,2026-03-31,Premium,East,14,94.88,3,57.11,0
C0362,2026-03-31,Basic,South,19,30.94,2,66.19,0
C0363,2026-03-31,Basic,West,10,42.6,0,30.31,0
C0364,2026-03-31,Basic,East,37,28.08,0,23.91,0
C0365,2026-03-31,Standard,East,56,73.25,2,46.17,0
C0366,2026-03-31,Basic,North,12,33.92,0,52.14,0
C0367,2026-03-31,Standard,North,4,62.39,0,37.54,0
C0368,2026-03-31,Standard,South,62,57.95,0,31.07,0
C0369,2026-03-31,Basic,West,19,34.19,0,50.33,0
C0370,2026-03-31,Premium,West,51,95.59,1,59.86,0
C0371,2026-03-31,Standard,East,67,63.24,2,31.42,0
C0372,2026-03-31,Basic,East,12,32.31,2,38.06,0
C0373,2026-03-31,Basic,South,56,32.3,1,38.74,0
C0374,2026-03-31,Basic,North,51,37.64,1,39.45,0
C0375,2026-03-31,Basic,North,33,35.21,1,40.99,0
C0376,2026-03-31,Basic,South,56,36.59,2,24.4,1
C0377,2026-03-31,Premium,South,44,94.01,1,46.21,0
C0378,2026-03-31,Standard,North,38,72.14,1,58.55,0
C0379,2026-03-31,Basic,South,42,35.38,1,44.5,0
C0380,2026-03-31,Standard,North,41,64.34,1,51.26,0
C0381,2026-03-31,Standard,East,19,66.07,1,41.47,0
C0382,2026-03-31,Premium,West,44,94.64,1,49.96,0
C0383,2026-03-31,Standard,East,19,66.58,2,36.67,0
C0384,2026-03-31,,South,6,67.13,2,43.84,0
C0385,2026-03-31,Basic,South,53,41.08,0,43.99,0
C0386,2026-03-31,Premium,South,46,91.03,1,37.47,0
C0387,2026-03-31,Standard,North,52,58.87,1,49.51,0
C0388,2026-03-31,Premium,East,31,91.14,2,58.08,0
C0389,2026-03-31,Basic,East,12,38.07,1,46.12,0
C0390,2026-03-31,Premium,North,32,95.66,0,46.49,0
C0391,2026-03-31,Standard,South,5,56.86,1,57.3,0
C0392,2026-03-31,Basic,South,68,32.63,1,49.85,0
C0393,2026-03-31,Standard,North,55,66.82,0,40.15,0
C0394,2026-03-31,Standard,East,29,66.87,1,36.78,0
C0395,2026-03-31,Basic,East,6,31.84,1,51.78,0
C0396,2026-03-31,Standard,East,7,62.96,0,44.87,0
C0397,2026-03-31,Premium,East,7,103.16,5,43.1,1
C0398,2026-03-31,Basic,West,9,45.7,0,33.44,0
C0399,2026-03-31,Standard,West,48,61.34,1,44.33,0
C0400,2026-03-31,Standard,East,29,,2,54.08,0
C0001,2026-04-30,Standard,North,31,70.17,1,46.69,0
C0002,2026-04-30,Standard,South,67,58.51,0,31.06,0
C0003,2026-04-30,Premium,East,8,103.89,0,65.23,0
C0004,2026-04-30,Standard,West,23,71.69,0,50.93,0
C0005,2026-04-30,Basic,East,35,30.88,1,24.67,0
C0006,2026-04-30,Premium,West,52,,0,60.7,0
C0007,2026-04-30,Standard,East,29,68.78,1,54.88,0
C0008,2026-04-30,Standard,North,67,61.02,0,57.17,0
C0009,2026-04-30,Basic,South,63,33.95,3,38.21,0
C0010,2026-04-30,Standard,West,52,68.25,0,29.11,0
C0011,2026-04-30,Basic,North,11,40.29,1,44.36,0
C0012,2026-04-30,Premium,West,32,93.78,2,54.5,0
C0013,2026-04-30,Standard,East,53,66.75,2,37.56,0
C0014,2026-04-30,Premium,South,66,95.18,0,61.84,0
C0015,2026-04-30,Standard,West,38,75.93,1,65.7,0
C0016,2026-04-30,Basic,West,37,32.94,1,51.71,0
C0017,2026-04-30,Standard,North,65,61.59,2,58.03,0
C0018,2026-04-30,Basic,North,32,26.93,1,40.1,0
C0019,2026-04-30,Premium,East,28,98.3,2,59.17,0
C0020,2026-04-30,Standard,West,31,62.21,1,59.43,0
C0021,2026-04-30,Standard,North,53,56.49,3,50.58,0
C0022,2026-04-30,Basic,East,56,29.38,1,40.56,0
C0023,2026-04-30,Premium,North,69,97.96,1,57.39,0
C0024,2026-04-30,Premium,East,51,99.18,2,57.09,0
C0025,2026-04-30,Standard,East,40,69.53,1,38.33,0
C0026,2026-04-30,Basic,North,49,37.26,2,34.78,0
C0027,2026-04-30,Standard,East,63,62.87,1,53.86,0
C0028,2026-04-30,Basic,West,56,30.01,1,41.02,0
C0029,2026-04-30,Basic,West,57,30.28,2,36.38,1
C0030,2026-04-30,Standard,North,6,61.65,0,52.2,0
C0031,2026-04-30,Standard,North,26,66.37,4,35.86,0
C0032,2026-04-30,Premium,North,69,95.18,1,63.1,0
C0033,2026-04-30,Basic,South,25,37.3,2,56.18,0
C0034,2026-04-30,Basic,North,35,30.04,1,26.32,0
C0035,2026-04-30,Standard,West,44,69.2,4,54.95,0
C0036,2026-04-30,Basic,West,61,32.91,3,35.39,0
C0037,2026-04-30,Basic,West,8,33.67,0,21.54,1
C0038,2026-04-30,Standard,North,42,66.57,2,30.61,0
C0039,2026-04-30,Basic,North,40,32.46,0,29.85,0
C0040,2026-04-30,Standard,West,63,60.97,1,44.43,0
C0041,2026-04-30,Standard,South,6,67.64,1,48.02,0
C0042,2026-04-30,Premium,East,12,93.91,4,53.16,0
C0043,2026-04-30,Standard,West,71,76.19,1,60.74,0
C0044,2026-04-30,Basic,North,68,40.83,0,41.58,0
C0045,2026-04-30,Premium,North,71,88.87,1,54.91,0
C0046,2026-04-30,Premium,North,71,90.78,2,51.55,0
C0047,2026-04-30,Basic,North,59,23.06,2,33.62,0
C0048,2026-04-30,Basic,North,14,35.46,0,15.91,0
C0049,2026-04-30,Standard,West,67,62.37,3,45.19,0
C0050,2026-04-30,Basic,East,35,35.64,1,26.3,0
C0051,2026-04-30,Basic,West,35,35.14,1,48.94,0
C0052,2026-04-30,Basic,West,44,42.28,0,35.03,0
C0053,2026-04-30,Standard,West,6,72.83,0,58.65,0
C0054,2026-04-30,Standard,North,40,67.42,3,55.76,1
C0055,2026-04-30,Standard,South,18,63.04,3,51.98,1
C0056,2026-04-30,Standard,West,25,70.04,2,42.06,0
C0057,2026-04-30,Standard,North,31,60.43,0,54.64,0
C0058,2026-04-30,Standard,North,51,64.11,0,47.37,0
C0059,2026-04-30,Basic,East,63,34.73,2,41.64,1
C0060,2026-04-30,Basic,West,25,41.01,1,48.27,0
C0061,2026-04-30,Standard,West,5,66.55,0,46.23,0
C0062,2026-04-30,Standard,West,41,64.56,1,49.32,0
C0063,2026-04-30,Standard,North,33,68.84,1,60.08,0
C0064,2026-04-30,Standard,West,36,70.33,1,35.86,0
C0065,2026-04-30,Standard,West,62,68.72,1,52.93,0
C0066,2026-04-30,Standard,East,33,63.74,3,56.86,0
C0067,2026-04-30,Standard,West,46,65.08,0,50.72,0
C0068,2026-04-30,Basic,West,72,26.83,3,33.16,0
C0069,2026-04-30,Basic,South,35,33.87,0,31.75,1
C0070,2026-04-30,Standard,North,21,64.41,2,40.41,0
C0071,2026-04-30,Basic,South,44,45.27,0,46.17,0
C0072,2026-04-30,Basic,North,38,33.78,0,35.32,0
C0073,2026-04-30,Premium,North,28,96.05,1,55.17,0
C0074,2026-04-30,Basic,North,37,33.54,1,20.48,1
C0075,2026-04-30,Basic,East,52,33.15,0,35.56,0
C0076,2026-04-30,Basic,East,6,37.02,4,37.29,1
C0077,2026-04-30,Basic,East,12,33.38,1,60.74,0
C0078,2026-04-30,Standard,East,13,68.23,1,38.26,0
C0079,2026-04-30,Standard,East,58,62.12,0,61.88,0
C0080,2026-04-30,Standard,East,48,69.28,1,44.0,0
C0081,2026-04-30,Standard,North,58,62.58,1,61.61,0
C0082,2026-04-30,Basic,West,42,36.23,1,38.54,0
C0083,2026-04-30,Premium,South,67,93.24,0,63.58,0
C0084,2026-04-30,Basic,North,45,32.75,2,38.68,0
C0085,2026-04-30,Basic,West,23,29.67,3,54.36,0
C0086,2026-04-30,Basic,East,70,25.69,0,36.99,0
C0087,2026-04-30,Standard,North,14,55.97,1,58.68,0
C0088,2026-04-30,Standard,North,22,61.42,3,44.73,0
C0089,2026-04-30,Basic,North,37,33.99,1,37.75,0
C0090,2026-04-30,Standard,South,37,67.7,0,38.1,0
C0091,2026-04-30,Basic,North,58,30.25,7,54.03,0
C0092,2026-04-30,Standard,East,6,63.36,2,59.34,0
C0093,2026-04-30,Standard,East,72,69.08,3,40.8,0
C0094,2026-04-30,Basic,West,64,29.08,0,36.3,0
C0095,2026-04-30,Basic,East,43,40.24,1,25.71,0
C0096,2026-04-30,Standard,East,49,68.31,0,46.19,0
C0097,2026-04-30,Basic,East,51,33.34,3,24.01,0
C0098,2026-04-30,Basic,North,60,,1,38.13,0
C0099,2026-04-30,Basic,North,26,35.7,0,35.39,0
C0100,2026-04-30,Premium,East,19,98.42,0,65.03,0
C0101,2026-04-30,Premium,North,36,93.8,3,82.87,0
C0102,2026-04-30,Standard,North,32,58.51,2,49.26,0
C0103,2026-04-30,Basic,North,59,20.75,0,50.29,0
C0104,2026-04-30,Premium,West,48,98.48,1,64.18,0
C0105,2026-04-30,Standard,South,19,62.19,1,43.78,0
C0106,2026-04-30,Standard,East,21,63.51,0,50.09,0
C0107,2026-04-30,Standard,South,52,63.34,1,53.57,0
C0108,2026-04-30,Basic,North,28,28.93,0,40.04,0
C0109,2026-04-30,Basic,South,55,37.86,1,32.94,0
C0110,2026-04-30,Premium,North,32,95.45,2,38.72,0
C0111,2026-04-30,Standard,West,47,76.45,3,35.04,1
C0112,2026-04-30,Basic,North,36,36.59,3,38.95,0
C0113,2026-04-30,Basic,South,50,36.41,0,35.78,0
C0114,2026-04-30,Standard,West,14,72.45,1,38.85,0
C0115,2026-04-30,Basic,East,20,28.49,1,35.17,0
C0116,2026-04-30,Premium,South,25,84.05,2,53.04,0
C0117,2026-04-30,Standard,East,23,62.6,1,48.9,0
C0118,2026-04-30,Standard,West,53,70.46,3,37.67,0
C0119,2026-04-30,Standard,South,56,65.66,0,55.51,0
C0120,2026-04-30,Standard,East,10,63.98,1,53.73,0
C0121,2026-04-30,Standard,West,71,59.24,0,52.95,0
C0122,2026-04-30,Standard,East,55,65.79,1,42.21,0
C0123,2026-04-30,Basic,South,60,27.17,3,57.78,0
C0124,2026-04-30,Basic,North,68,35.83,0,56.07,0
C0125,2026-04-30,Basic,North,64,38.84,1,48.61,0
C0126,2026-04-30,Standard,West,42,70.67,0,60.71,0
C0127,2026-04-30,Basic,East,11,44.42,2,45.79,0
C0128,2026-04-30,Basic,South,31,27.56,4,32.86,0
C0129,2026-04-30,Basic,South,36,36.02,2,48.8,0
C0130,2026-04-30,Standard,East,32,56.63,0,34.21,0
C0131,2026-04-30,Basic,East,52,35.67,1,29.78,0
C0132,2026-04-30,Premium,East,46,89.82,1,63.86,0
C0133,2026-04-30,Standard,South,23,72.35,3,60.73,0
C0134,2026-04-30,Basic,East,61,27.92,2,46.65,0
C0135,2026-04-30,Standard,South,53,67.31,1,42.65,0
C0136,2026-04-30,Basic,West,50,41.99,1,33.1,0
C0137,2026-04-30,Premium,North,68,85.62,1,55.58,0
C0138,2026-04-30,Standard,North,27,66.31,0,41.17,0
C0139,2026-04-30,Standard,South,55,59.92,2,55.58,0
C0140,2026-04-30,Basic,East,33,32.26,1,58.0,0
C0141,2026-04-30,Standard,East,71,67.92,2,50.1,0
C0142,2026-04-30,Standard,South,40,60.69,1,60.72,0
C0143,2026-04-30,Premium,West,58,100.0,2,36.12,0
C0144,2026-04-30,Standard,South,37,67.57,3,56.36,0
C0145,2026-04-30,Standard,North,29,59.53,1,49.85,0
C0146,2026-04-30,Basic,North,46,29.16,1,35.7,0
C0147,2026-04-30,Basic,West,56,31.55,0,41.32,0
C0148,2026-04-30,Standard,North,26,73.07,1,50.61,0
C0149,2026-04-30,Standard,West,8,59.13,0,31.96,0
C0150,2026-04-30,Basic,South,30,23.86,3,53.1,0
