customer_id,snapshot_date,audit_group,tenure_months,monthly_charge,support_contacts,usage_hours,plan,region,churned_next_month
C0040,2026-05-31,Group B,42,64.32,1,51.84,Standard,East,0.0
C0041,2026-05-31,Group A,9,66.64,3,46.3,Standard,North,0.0
C0042,2026-05-31,Group A,13,90.67,0,63.51,Premium,North,0.0
C0043,2026-05-31,Group C,40,58.37,0,53.65,Standard,North,0.0
C0044,2026-05-31,Group B,30,37.17,1,20.49,Basic,West,0.0
C0045,2026-05-31,Group B,20,87.38,3,41.91,Premium,South,0.0
C0046,2026-05-31,Group A,28,96.62,1,55.95,Premium,East,0.0
C0047,2026-05-31,Group C,19,29.2,1,41.21,Basic,South,0.0
C0048,2026-05-31,Group A,32,41.72,1,44.69,Basic,North,0.0
C0049,2026-05-31,Group A,10,66.67,0,42.64,Standard,South,0.0
C0050,2026-05-31,Group C,53,34.5,1,26.07,Basic,North,0.0
C0051,2026-05-31,Group B,13,33.57,1,21.77,Basic,West,0.0
C0052,2026-05-31,Group B,31,30.9,0,20.62,Basic,North,0.0
C0053,2026-05-31,Group B,73,66.36,1,38.67,Standard,South,0.0
C0054,2026-05-31,Group B,26,66.17,1,41.8,Standard,West,0.0
C0055,2026-05-31,Group A,34,56.53,2,45.21,Standard,East,0.0
C0056,2026-05-31,Group A,57,63.99,1,60.74,Standard,South,0.0
C0057,2026-05-31,Group A,19,67.31,0,57.23,Standard,East,0.0
C0058,2026-05-31,Group A,42,72.71,1,50.84,Standard,West,0.0
C0059,2026-05-31,Group C,14,34.01,0,20.99,Basic,South,0.0
C0060,2026-05-31,Group A,72,41.4,0,56.33,Basic,East,0.0
C0061,2026-05-31,Group B,48,70.54,3,50.72,Standard,West,0.0
C0062,2026-05-31,Group B,24,70.52,2,51.13,Standard,East,0.0
C0063,2026-05-31,Group B,50,67.87,2,56.35,Standard,South,0.0
C0064,2026-05-31,Group A,69,63.72,0,36.31,Standard,North,0.0
C0065,2026-05-31,Group A,56,66.22,0,64.34,Standard,North,0.0
C0066,2026-05-31,Group C,32,60.5,3,39.66,Standard,West,0.0
C0067,2026-05-31,Group B,17,63.6,1,54.04,Standard,East,0.0
C0068,2026-05-31,Group B,49,32.31,2,21.97,Basic,South,0.0
C0069,2026-05-31,Group C,27,37.62,3,35.38,Basic,South,1.0
C0070,2026-05-31,Group B,73,64.94,0,61.96,Standard,East,0.0
C0071,2026-05-31,Group A,16,37.67,1,33.57,Basic,East,0.0
C0072,2026-05-31,Group B,40,35.81,1,40.12,Basic,East,0.0
C0073,2026-05-31,Group A,43,91.04,3,56.38,Premium,South,0.0
C0074,2026-05-31,Group B,21,35.8,1,39.15,Basic,East,1.0
C0075,2026-05-31,Group C,20,34.28,2,48.19,Basic,South,0.0
C0076,2026-05-31,Group A,9,42.6,1,42.46,Basic,West,1.0
C0077,2026-05-31,Group A,18,36.53,0,22.67,Basic,North,0.0
C0078,2026-05-31,Group A,40,64.27,0,39.26,Standard,North,0.0
C0079,2026-05-31,Group C,33,,3,57.15,Standard,South,0.0
C0080,2026-05-31,Group A,36,58.8,0,51.86,Standard,East,0.0
C0081,2026-05-31,Group A,16,70.75,2,30.74,Standard,East,0.0
C0082,2026-05-31,Group A,58,34.37,3,27.8,Basic,South,1.0
C0083,2026-05-31,Group A,48,98.72,2,50.67,Premium,West,0.0
C0084,2026-05-31,Group A,36,49.12,1,34.96,Basic,South,0.0
C0085,2026-05-31,Group A,43,38.38,1,30.05,Basic,North,0.0
C0086,2026-05-31,Group A,51,24.83,1,40.57,Basic,North,0.0
C0087,2026-05-31,Group A,73,59.71,1,43.27,Standard,West,0.0
C0088,2026-05-31,Group A,18,58.62,2,55.7,Standard,North,0.0
C0089,2026-05-31,Group A,54,20.13,1,48.66,Basic,West,0.0
C0090,2026-05-31,Group A,55,67.76,2,45.35,Standard,South,0.0
C0091,2026-05-31,Group B,55,27.27,1,42.09,Basic,North,0.0
C0092,2026-05-31,Group A,65,54.23,1,45.83,Standard,South,0.0
C0093,2026-05-31,Group A,26,72.03,0,52.03,Standard,East,0.0
C0094,2026-05-31,Group A,42,31.71,1,27.84,Basic,South,0.0
C0095,2026-05-31,Group A,57,38.65,0,30.37,Basic,West,0.0
C0096,2026-05-31,Group A,18,66.05,0,34.27,Standard,East,0.0
C0097,2026-05-31,Group A,10,35.44,2,25.63,Basic,South,1.0
C0098,2026-05-31,Group C,59,35.16,3,42.3,Basic,East,1.0
C0099,2026-05-31,Group A,39,41.4,1,56.95,Basic,West,0.0
C0100,2026-05-31,Group A,10,86.43,2,37.86,Premium,South,0.0
C0101,2026-05-31,Group A,71,103.72,5,56.64,Premium,North,0.0
C0102,2026-05-31,Group A,20,63.91,0,46.54,Standard,South,0.0
C0103,2026-05-31,Group A,34,35.54,1,39.12,Basic,West,0.0
C0104,2026-05-31,Group B,26,98.87,3,50.92,Premium,North,0.0
C0105,2026-05-31,Group C,71,62.97,1,35.81,Standard,West,0.0
C0106,2026-05-31,Group A,54,71.36,2,27.36,Standard,East,0.0
C0107,2026-05-31,Group A,29,62.08,2,48.93,Standard,East,0.0
C0108,2026-05-31,Group A,51,31.07,2,50.44,Basic,South,0.0
C0109,2026-05-31,Group A,12,29.74,1,15.32,Basic,West,0.0
C0110,2026-05-31,Group B,60,99.6,1,65.73,Premium,North,0.0
C0111,2026-05-31,Group A,42,72.5,0,57.28,Standard,South,0.0
C0112,2026-05-31,Group A,20,37.11,3,45.15,Basic,South,1.0
C0113,2026-05-31,Group C,57,35.43,2,42.79,Basic,South,0.0
C0114,2026-05-31,Group A,61,73.99,0,41.89,Standard,South,0.0
C0115,2026-05-31,Group A,58,30.34,2,34.76,Basic,North,0.0
C0116,2026-05-31,Group B,49,95.59,0,36.47,Premium,North,0.0
C0117,2026-05-31,Group A,29,65.43,2,21.59,Standard,North,0.0
C0118,2026-05-31,Group A,9,54.75,1,55.87,Standard,East,0.0
C0119,2026-05-31,Group A,16,62.95,0,35.37,Standard,South,0.0
C0120,2026-05-31,Group C,28,62.54,1,41.31,Standard,East,0.0
C0121,2026-05-31,Group A,36,71.82,1,32.54,Standard,East,0.0
C0122,2026-05-31,Group A,6,62.87,1,41.47,Standard,East,0.0
C0123,2026-05-31,Group A,19,39.11,1,34.07,Basic,East,0.0
C0124,2026-05-31,Group A,64,36.74,1,30.69,Basic,East,0.0
C0125,2026-05-31,Group B,51,34.17,1,43.52,Basic,East,0.0
C0126,2026-05-31,Group A,32,70.07,1,47.55,Standard,East,0.0
C0127,2026-05-31,Group B,40,32.06,3,43.95,Basic,East,1.0
C0128,2026-05-31,Group B,24,24.43,4,50.8,Basic,South,1.0
C0129,2026-05-31,Group C,54,31.72,1,63.44,Basic,North,0.0
C0130,2026-05-31,Group A,34,61.42,2,29.81,Standard,West,0.0
C0131,2026-05-31,Group C,33,43.47,4,40.17,Basic,South,0.0
C0132,2026-05-31,Group B,40,101.11,1,66.89,Premium,East,0.0
C0133,2026-05-31,Group A,16,65.08,0,55.27,Standard,North,0.0
C0134,2026-05-31,Group B,68,33.19,1,33.2,Basic,South,0.0
C0135,2026-05-31,Group C,71,66.84,1,41.07,Standard,East,0.0
C0136,2026-05-31,Group A,14,38.47,0,56.73,Basic,East,0.0
C0137,2026-05-31,Group C,33,94.08,2,61.81,Premium,East,0.0
C0138,2026-05-31,Group A,58,68.98,1,42.78,Standard,South,0.0
C0139,2026-05-31,Group B,21,62.79,1,48.4,Standard,West,0.0
C0140,2026-05-31,Group C,12,32.69,2,38.08,Basic,East,0.0
C0141,2026-05-31,Group A,49,63.28,0,53.09,Standard,West,0.0
C0142,2026-05-31,Group B,15,65.75,1,48.96,Standard,East,0.0
C0143,2026-05-31,Group A,17,90.36,2,48.59,Premium,East,0.0
C0144,2026-05-31,Group B,19,69.74,1,53.24,Standard,West,0.0
C0145,2026-05-31,Group B,19,65.84,1,38.66,Standard,North,0.0
C0146,2026-05-31,Group A,34,40.92,0,47.79,Basic,West,0.0
C0147,2026-05-31,Group A,62,33.63,2,62.37,Basic,West,0.0
C0148,2026-05-31,Group A,21,65.45,2,30.03,Standard,East,0.0
C0149,2026-05-31,Group A,68,64.89,2,50.43,Standard,East,0.0
C0150,2026-05-31,Group A,45,31.48,1,39.08,Basic,East,0.0
C0151,2026-05-31,Group A,34,102.24,1,59.47,Premium,South,0.0
C0152,2026-05-31,Group A,31,95.47,1,58.61,Premium,West,0.0
C0153,2026-05-31,Group A,60,33.86,2,52.84,Basic,North,0.0
C0154,2026-05-31,Group B,23,58.87,0,62.85,Standard,South,0.0
C0155,2026-05-31,Group B,33,27.95,4,49.35,Basic,East,0.0
C0156,2026-05-31,Group B,65,65.79,3,54.43,Standard,West,0.0
C0157,2026-05-31,Group A,17,30.33,2,28.82,Basic,South,0.0
C0158,2026-05-31,Group C,19,60.52,1,62.11,Standard,South,0.0
C0159,2026-05-31,Group B,39,64.54,1,54.13,Standard,North,0.0
C0160,2026-05-31,Group A,69,71.07,2,55.37,Standard,North,0.0
C0161,2026-05-31,Group A,13,30.23,0,28.14,Basic,North,0.0
C0162,2026-05-31,Group B,13,89.59,1,50.72,Premium,North,0.0
C0163,2026-05-31,Group A,29,29.65,2,35.02,Basic,West,0.0
C0164,2026-05-31,Group A,7,36.3,1,42.32,Basic,West,0.0
C0165,2026-05-31,Group C,8,64.88,1,42.24,Standard,West,0.0
C0166,2026-05-31,Group A,24,34.7,2,52.66,Basic,North,0.0
C0167,2026-05-31,Group A,18,95.73,0,38.78,Premium,North,0.0
C0168,2026-05-31,Group C,50,93.9,3,68.82,Premium,South,0.0
C0169,2026-05-31,Group B,64,29.44,1,48.1,Basic,East,0.0
C0170,2026-05-31,Group A,24,93.79,1,51.5,Premium,South,0.0
C0171,2026-05-31,Group C,41,35.46,2,35.33,Basic,South,0.0
C0172,2026-05-31,Group C,50,67.52,1,53.43,Standard,North,0.0
C0173,2026-05-31,Group B,36,20.28,0,18.16,Basic,East,0.0
C0174,2026-05-31,Group B,69,92.19,2,60.15,Premium,South,0.0
C0175,2026-05-31,Group A,35,39.1,0,36.72,Basic,North,0.0
C0176,2026-05-31,Group A,60,37.13,0,41.0,Basic,East,0.0
C0177,2026-05-31,Group B,63,59.02,1,47.26,Standard,West,0.0
C0178,2026-05-31,Group A,59,96.21,2,65.17,Premium,North,0.0
C0179,2026-05-31,Group B,42,97.05,0,53.13,Premium,South,0.0
C0180,2026-05-31,Group C,67,70.74,2,40.77,Standard,West,1.0
C0181,2026-05-31,Group A,36,91.92,0,63.24,Premium,East,0.0
C0182,2026-05-31,Group B,52,99.22,1,65.86,Premium,West,0.0
C0183,2026-05-31,Group A,38,64.11,0,42.12,Standard,South,0.0
C0184,2026-05-31,Group C,62,37.78,2,29.33,Basic,South,0.0
C0185,2026-05-31,Group A,59,65.5,3,46.73,Standard,East,0.0
C0186,2026-05-31,Group B,16,69.43,1,32.15,Standard,North,0.0
C0187,2026-05-31,Group B,46,,1,41.72,Basic,North,0.0
C0188,2026-05-31,Group A,63,43.58,0,15.71,Basic,East,0.0
C0189,2026-05-31,Group B,44,61.35,0,59.05,Standard,East,0.0
C0190,2026-05-31,Group B,10,30.53,3,38.99,Basic,North,0.0
C0191,2026-05-31,Group B,62,98.74,1,72.11,Premium,East,0.0
C0192,2026-05-31,Group B,29,35.37,1,31.87,Basic,South,0.0
C0193,2026-05-31,Group C,71,33.56,0,33.38,Basic,East,0.0
C0194,2026-05-31,Group A,32,98.38,0,71.03,Premium,West,0.0
C0195,2026-05-31,Group A,56,35.82,0,58.21,Basic,North,0.0
C0196,2026-05-31,Group A,63,,2,44.91,Basic,West,0.0
C0197,2026-05-31,Group B,54,66.59,1,63.03,Standard,South,0.0
C0198,2026-05-31,Group B,10,100.13,2,53.13,Premium,West,1.0
C0199,2026-05-31,Group A,23,33.13,1,49.29,Basic,South,1.0
C0200,2026-05-31,Group A,56,38.68,1,25.79,Basic,South,0.0
C0201,2026-05-31,Group C,16,62.1,3,40.79,Standard,West,1.0
C0202,2026-05-31,Group A,18,100.12,2,39.76,Premium,East,0.0
C0203,2026-05-31,Group B,21,75.34,2,57.34,Standard,North,0.0
C0204,2026-05-31,Group A,34,28.74,0,40.65,Basic,East,0.0
C0205,2026-05-31,Group C,49,30.7,0,36.55,Basic,West,0.0
C0206,2026-05-31,Group A,32,32.57,0,30.45,Basic,South,0.0
C0207,2026-05-31,Group A,14,35.33,0,52.34,Basic,West,0.0
C0208,2026-05-31,Group C,38,64.91,0,51.1,Standard,East,0.0
C0209,2026-05-31,Group C,62,40.42,1,24.85,Basic,South,0.0
C0210,2026-05-31,Group A,69,73.69,0,41.82,Standard,North,0.0
C0211,2026-05-31,Group A,36,60.47,2,32.84,Standard,East,1.0
C0212,2026-05-31,Group B,48,62.1,1,29.68,Standard,North,0.0
C0213,2026-05-31,Group C,63,42.04,1,32.11,Basic,West,0.0
C0214,2026-05-31,Group A,33,91.34,1,68.28,Premium,East,0.0
C0215,2026-05-31,Group A,17,75.86,1,44.53,Standard,South,1.0
C0216,2026-05-31,Group B,48,62.47,3,61.12,Standard,North,0.0
C0217,2026-05-31,Group B,70,35.37,2,39.63,Basic,East,0.0
C0218,2026-05-31,Group B,25,42.37,1,35.16,Basic,North,0.0
C0219,2026-05-31,Group B,41,97.36,1,50.79,Premium,South,0.0
C0220,2026-05-31,Group A,32,32.87,0,49.55,Basic,West,0.0
C0221,2026-05-31,Group C,16,35.05,2,31.81,Basic,West,0.0
C0222,2026-05-31,Group C,30,71.63,0,30.9,Standard,West,0.0
C0223,2026-05-31,Group B,39,66.95,3,37.57,Standard,West,0.0
C0224,2026-05-31,Group A,62,94.43,2,43.41,Premium,East,0.0
C0225,2026-05-31,Group A,57,43.23,2,27.41,Basic,North,0.0
C0226,2026-05-31,Group B,14,91.26,0,62.98,Premium,West,0.0
C0227,2026-05-31,Group A,26,35.02,0,33.12,Basic,West,0.0
C0228,2026-05-31,Group C,53,67.45,0,63.49,Standard,West,0.0
C0229,2026-05-31,Group A,36,66.64,2,36.18,Standard,East,0.0
C0230,2026-05-31,Group B,22,37.54,1,42.45,Basic,North,1.0
C0231,2026-05-31,Group C,52,34.75,1,26.64,Basic,East,1.0
C0232,2026-05-31,Group A,19,44.93,1,27.81,Basic,South,1.0
C0233,2026-05-31,Group A,25,95.02,1,49.77,Premium,West,0.0
C0234,2026-05-31,Group B,63,59.26,0,28.44,Standard,South,0.0
C0235,2026-05-31,Group B,6,95.98,0,66.29,Premium,South,0.0
C0236,2026-05-31,Group A,17,95.26,0,68.23,Premium,North,0.0
C0237,2026-05-31,Group B,22,72.08,0,40.35,Standard,West,0.0
C0238,2026-05-31,Group C,72,62.0,0,49.0,Standard,West,1.0
C0239,2026-05-31,Group A,41,32.97,0,51.29,Basic,North,0.0
C0240,2026-05-31,Group A,42,42.87,3,29.67,Basic,South,0.0
C0241,2026-05-31,Group A,18,90.43,0,47.23,Premium,South,0.0
C0242,2026-05-31,Group A,62,68.04,1,24.6,Standard,South,0.0
C0243,2026-05-31,Group A,62,31.72,1,41.62,Basic,West,0.0
C0244,2026-05-31,Group A,45,62.68,1,44.07,Standard,North,0.0
C0245,2026-05-31,Group B,68,58.51,0,41.97,Standard,South,0.0
C0246,2026-05-31,Group A,20,84.98,0,51.16,Premium,North,0.0
C0247,2026-05-31,Group C,55,63.66,2,43.04,Standard,North,0.0
C0248,2026-05-31,Group A,26,19.91,0,31.94,Basic,West,0.0
C0249,2026-05-31,Group A,10,31.16,2,43.36,Basic,West,1.0
C0250,2026-05-31,Group B,7,70.66,0,30.47,Standard,North,0.0
C0251,2026-05-31,Group C,64,66.53,1,55.09,Standard,East,0.0
C0252,2026-05-31,Group A,49,97.73,1,47.7,Premium,North,0.0
C0253,2026-05-31,Group A,61,59.11,0,46.85,Standard,North,1.0
C0254,2026-05-31,Group A,72,36.85,1,63.25,Basic,South,0.0
C0255,2026-05-31,Group B,19,42.73,3,48.43,Basic,North,1.0
C0256,2026-05-31,Group A,71,65.88,1,47.07,Standard,South,0.0
C0257,2026-05-31,Group A,60,91.95,4,52.96,Premium,West,0.0
C0258,2026-05-31,Group A,50,38.96,0,37.97,Basic,East,1.0
C0259,2026-05-31,Group A,46,40.08,0,45.09,Basic,East,0.0
C0260,2026-05-31,Group C,58,65.99,1,43.87,Standard,South,0.0
C0261,2026-05-31,Group B,48,35.41,3,35.53,Basic,North,0.0
C0262,2026-05-31,Group A,72,,1,51.9,Premium,North,0.0
C0263,2026-05-31,Group A,73,32.95,2,43.81,Basic,South,1.0
C0264,2026-05-31,Group A,13,38.27,0,24.94,Basic,North,0.0
C0265,2026-05-31,Group A,26,,2,50.07,Premium,West,0.0
C0266,2026-05-31,Group B,59,31.08,2,44.09,Basic,West,0.0
C0267,2026-05-31,Group C,47,26.68,0,31.56,Basic,West,0.0
C0268,2026-05-31,Group C,17,31.81,1,35.36,Basic,East,0.0
C0269,2026-05-31,Group C,50,38.41,1,28.28,Basic,East,0.0
C0270,2026-05-31,Group C,7,33.79,0,37.03,Basic,East,0.0
C0271,2026-05-31,Group C,17,36.42,1,34.14,Basic,South,0.0
C0272,2026-05-31,Group A,23,41.99,0,50.34,Basic,East,0.0
C0273,2026-05-31,Group A,55,36.29,2,43.21,Basic,West,0.0
C0274,2026-05-31,Group A,59,61.02,0,28.01,Standard,West,0.0
C0275,2026-05-31,Group B,8,75.07,0,56.67,Standard,East,0.0
C0276,2026-05-31,Group A,39,29.28,2,30.73,Basic,North,1.0
C0277,2026-05-31,Group C,12,35.14,1,33.71,Basic,East,0.0
C0278,2026-05-31,Group B,65,68.44,2,41.73,Standard,South,0.0
C0279,2026-05-31,Group B,20,84.52,3,56.67,Premium,East,0.0
C0280,2026-05-31,Group A,18,81.51,1,66.1,Premium,East,0.0
C0281,2026-05-31,Group A,20,33.18,1,34.98,Basic,West,0.0
C0282,2026-05-31,Group A,13,38.08,0,34.69,Basic,South,0.0
C0283,2026-05-31,Group C,43,37.39,1,26.87,Basic,West,0.0
C0284,2026-05-31,Group B,48,33.56,2,38.46,Basic,West,0.0
C0285,2026-05-31,Group B,19,61.93,0,69.2,Standard,South,0.0
C0286,2026-05-31,Group A,11,39.02,2,45.75,Basic,South,0.0
C0287,2026-05-31,Group A,9,33.9,3,58.25,Basic,East,1.0
C0288,2026-05-31,Group A,36,34.49,2,61.13,Basic,West,0.0
C0289,2026-05-31,Group B,67,59.95,2,48.59,Standard,East,0.0
C0290,2026-05-31,Group B,18,31.08,1,35.62,Basic,West,0.0
C0291,2026-05-31,Group A,50,92.38,0,45.37,Premium,South,0.0
C0292,2026-05-31,Group C,44,,1,37.51,Basic,East,0.0
C0293,2026-05-31,Group A,30,86.67,1,44.19,Premium,South,0.0
C0294,2026-05-31,Group C,57,30.45,1,22.74,Basic,West,0.0
C0295,2026-05-31,Group A,43,101.25,0,51.7,Premium,South,0.0
C0296,2026-05-31,Group A,21,96.04,3,59.01,Premium,East,0.0
C0297,2026-05-31,Group C,6,87.47,2,43.52,Premium,North,0.0
C0298,2026-05-31,Group A,37,101.52,0,61.85,Premium,West,0.0
C0299,2026-05-31,Group A,15,66.03,1,38.76,Standard,South,0.0
C0300,2026-05-31,Group A,72,67.75,0,76.19,Standard,South,0.0
C0301,2026-05-31,Group A,33,61.35,3,37.34,Standard,East,0.0
C0302,2026-05-31,Group B,42,34.33,2,38.33,Basic,South,0.0
C0303,2026-05-31,Group C,13,67.37,0,32.94,Standard,West,0.0
C0304,2026-05-31,Group C,28,59.34,3,66.0,Standard,East,0.0
C0305,2026-05-31,Group A,70,97.75,2,59.1,Premium,East,0.0
C0306,2026-05-31,Group B,50,65.92,1,47.58,Standard,North,1.0
C0307,2026-05-31,Group A,44,32.38,1,26.44,Basic,North,0.0
C0308,2026-05-31,Group A,60,57.84,1,47.18,Standard,South,0.0
C0309,2026-05-31,Group A,59,35.43,0,33.37,Basic,West,0.0
C0310,2026-05-31,Group C,50,33.18,2,46.99,Basic,West,0.0
C0311,2026-05-31,Group C,33,55.23,0,52.22,Standard,East,0.0
C0312,2026-05-31,Group B,73,38.74,2,51.39,Basic,East,0.0
C0313,2026-05-31,Group A,12,39.08,1,22.26,Basic,South,0.0
C0314,2026-05-31,Group A,66,35.88,1,30.77,Basic,North,0.0
C0315,2026-05-31,Group B,40,33.33,0,39.71,Basic,North,0.0
C0316,2026-05-31,Group B,15,40.18,0,52.02,Basic,South,0.0
C0317,2026-05-31,Group A,65,35.36,2,44.72,Basic,South,0.0
C0318,2026-05-31,Group A,12,73.64,0,41.6,Standard,North,0.0
C0319,2026-05-31,Group A,33,33.92,2,40.27,Basic,South,0.0
C0320,2026-05-31,Group C,14,91.04,3,65.01,Premium,North,0.0
C0321,2026-05-31,Group A,16,90.19,2,33.88,Premium,East,1.0
C0322,2026-05-31,Group C,19,63.77,0,48.86,Standard,West,0.0
C0323,2026-05-31,Group A,16,29.85,0,43.33,Basic,East,0.0
C0324,2026-05-31,Group B,28,,1,52.22,Standard,South,0.0
C0325,2026-05-31,Group A,72,101.17,0,42.03,Premium,South,0.0
C0326,2026-05-31,Group A,18,61.71,0,50.39,Standard,South,0.0
C0327,2026-05-31,Group A,46,91.4,0,54.96,Premium,North,0.0
C0328,2026-05-31,Group A,41,69.7,1,54.18,Standard,East,0.0
C0329,2026-05-31,Group C,40,65.18,1,41.26,Standard,East,0.0
C0330,2026-05-31,Group A,32,25.06,0,37.21,Basic,North,0.0
C0331,2026-05-31,Group B,51,63.71,3,46.53,Standard,South,0.0
C0332,2026-05-31,Group A,56,39.11,1,43.72,Basic,South,0.0
C0333,2026-05-31,Group A,52,59.73,2,41.38,Standard,North,0.0
C0334,2026-05-31,Group B,40,99.37,3,58.53,Premium,East,0.0
C0335,2026-05-31,Group A,66,23.9,2,43.99,Basic,East,0.0
C0336,2026-05-31,Group C,48,56.3,1,32.75,Standard,East,0.0
C0337,2026-05-31,Group B,70,37.07,1,51.77,Basic,East,0.0
C0338,2026-05-31,Group B,24,66.03,1,52.57,Standard,West,0.0
C0339,2026-05-31,Group A,61,34.37,2,46.13,Basic,West,0.0
C0340,2026-05-31,Group A,41,102.36,3,59.54,Premium,East,0.0
C0341,2026-05-31,Group C,45,38.52,0,22.25,Basic,West,0.0
C0342,2026-05-31,Group A,22,87.69,0,37.36,Premium,South,0.0
C0343,2026-05-31,Group A,23,90.76,1,64.83,Premium,West,0.0
C0344,2026-05-31,Group A,9,62.03,0,43.79,Standard,West,1.0
C0345,2026-05-31,Group B,21,71.47,0,44.25,Standard,East,0.0
C0346,2026-05-31,Group B,8,64.87,3,45.63,Standard,West,0.0
C0347,2026-05-31,Group B,65,93.26,4,64.39,Premium,East,0.0
C0348,2026-05-31,Group B,23,43.42,1,47.7,Basic,East,0.0
C0349,2026-05-31,Group A,73,65.31,4,52.57,Standard,South,0.0
C0350,2026-05-31,Group C,35,42.79,2,41.92,Basic,West,0.0
C0351,2026-05-31,Group A,70,53.18,1,26.75,Standard,East,0.0
C0352,2026-05-31,Group B,20,36.64,1,44.35,Basic,West,0.0
C0353,2026-05-31,Group A,25,61.5,2,62.81,Standard,South,0.0
C0354,2026-05-31,Group C,40,70.09,0,47.88,Standard,West,0.0
C0355,2026-05-31,Group A,61,64.68,1,41.52,Standard,North,0.0
C0356,2026-05-31,Group A,67,62.68,1,52.85,Standard,North,0.0
C0357,2026-05-31,Group A,19,62.84,0,65.93,Standard,East,0.0
C0358,2026-05-31,Group A,53,64.61,4,63.88,Standard,East,0.0
C0359,2026-05-31,Group A,48,65.74,0,40.32,Standard,West,0.0
C0360,2026-05-31,Group B,38,57.83,1,36.42,Standard,South,0.0
C0361,2026-05-31,Group A,42,92.16,0,64.48,Premium,East,0.0
C0362,2026-05-31,Group C,40,36.22,1,34.98,Basic,East,0.0
C0363,2026-05-31,Group A,30,31.11,2,35.62,Basic,West,0.0
C0364,2026-05-31,Group B,12,33.67,2,53.66,Basic,East,0.0
C0365,2026-05-31,Group A,70,73.32,0,59.38,Standard,South,0.0
C0366,2026-05-31,Group B,33,34.06,2,40.33,Basic,West,0.0
C0367,2026-05-31,Group B,39,63.03,3,41.92,Standard,North,1.0
C0368,2026-05-31,Group A,28,71.02,2,43.36,Standard,West,0.0
C0369,2026-05-31,Group C,18,34.9,4,52.15,Basic,North,1.0
C0370,2026-05-31,Group A,59,90.4,1,47.96,Premium,South,0.0
C0371,2026-05-31,Group A,44,61.56,1,37.51,Standard,West,0.0
C0372,2026-05-31,Group B,71,33.18,1,37.65,Basic,East,0.0
C0373,2026-05-31,Group C,16,39.62,4,45.27,Basic,West,0.0
C0374,2026-05-31,Group A,23,34.24,1,17.17,Basic,East,0.0
C0375,2026-05-31,Group A,28,40.1,1,28.67,Basic,East,1.0
C0376,2026-05-31,Group C,6,29.75,1,29.79,Basic,South,0.0
C0377,2026-05-31,Group B,27,102.68,1,66.96,Premium,North,0.0
C0378,2026-05-31,Group C,52,67.29,4,29.47,Standard,North,1.0
C0379,2026-05-31,Group B,68,31.25,1,41.43,Basic,South,0.0
C0380,2026-05-31,Group B,31,56.59,1,51.71,Standard,North,0.0
C0381,2026-05-31,Group A,68,60.19,2,43.66,Standard,East,0.0
C0382,2026-05-31,Group C,55,91.33,3,68.6,Premium,West,0.0
C0383,2026-05-31,Group A,40,61.19,3,54.95,Standard,West,0.0
C0384,2026-05-31,Group B,62,68.4,0,57.15,Standard,South,0.0
C0385,2026-05-31,Group A,43,34.89,1,43.08,Basic,West,0.0
C0386,2026-05-31,Group B,62,100.39,0,50.54,Premium,West,0.0
C0387,2026-05-31,Group B,44,66.03,2,46.87,Standard,West,0.0
C0388,2026-05-31,Group A,31,95.95,3,68.75,Premium,South,0.0
C0389,2026-05-31,Group C,42,34.92,1,45.45,Basic,South,0.0
C0390,2026-05-31,Group A,30,101.25,1,50.32,Premium,West,0.0
C0391,2026-05-31,Group B,27,68.05,3,53.73,Standard,North,0.0
C0392,2026-05-31,Group A,39,37.71,2,34.13,Basic,South,0.0
C0393,2026-05-31,Group A,40,69.95,0,60.15,Standard,North,0.0
C0394,2026-05-31,Group A,64,54.49,2,68.87,Standard,West,0.0
C0395,2026-05-31,Group A,12,33.67,1,38.64,Basic,East,0.0
C0396,2026-05-31,Group A,10,61.24,0,47.77,Standard,North,0.0
C0397,2026-05-31,Group B,39,96.55,0,45.83,Premium,North,0.0
C0398,2026-05-31,Group B,69,26.21,4,61.61,Basic,East,0.0
C0399,2026-05-31,Group B,8,61.53,2,43.31,Standard,East,0.0
C0400,2026-05-31,Group A,23,64.01,3,52.97,Standard,West,0.0
C0401,2026-05-31,Group A,26,37.02,0,49.37,Basic,South,0.0
C0402,2026-05-31,Group A,67,100.38,4,61.33,Premium,West,0.0
C0403,2026-05-31,Group B,49,74.15,2,41.38,Standard,South,0.0
C0404,2026-05-31,Group C,30,33.57,2,21.12,Basic,West,0.0
C0405,2026-05-31,Group A,66,88.45,0,35.98,Premium,North,0.0
C0406,2026-05-31,Group B,37,92.26,1,38.04,Premium,North,0.0
C0407,2026-05-31,Group A,61,36.86,1,48.86,Basic,North,0.0
C0408,2026-05-31,Group A,56,98.07,2,65.61,Premium,South,0.0
C0409,2026-05-31,Group A,44,29.26,4,53.15,Basic,West,1.0
C0410,2026-05-31,Group A,42,93.08,0,42.78,Premium,North,0.0
C0411,2026-05-31,Group B,68,65.28,0,57.08,Standard,South,0.0
C0412,2026-05-31,Group C,24,72.08,1,63.95,Standard,North,0.0
C0413,2026-05-31,Group A,21,36.77,2,41.36,Basic,West,0.0
C0414,2026-05-31,Group B,70,99.94,1,55.41,Premium,East,0.0
C0415,2026-05-31,Group B,37,36.52,3,17.8,Basic,West,0.0
C0416,2026-05-31,Group C,36,26.52,0,46.02,Basic,East,0.0
